Rnk,Tm,Player,College,G,MP,PTS,TRB,AST,FG,3P,FT,MPG,PPG,RPG,APG,WS,WS48
21,PHO,Nate Robinson,University of Washington,530,12398,6112,1315,1613,.427,.363,.798,23.4,11.5,2.5,3.0,25.7,.100
22,DEN,Jarrett Jack,Georgia Institute of Technology,611,17039,6749,1692,2666,.448,.358,.852,27.9,11.0,2.8,4.4,29.8,.084
23,SAC,Francisco Garcia,University of Louisville,480,10570,3963,1261,669,.433,.361,.809,22.0,8.3,2.6,1.4,16.6,.076
24,HOU,Luther Head,University of Illinois at Urbana-Champaign,348,7797,2842,845,747,.423,.388,.773,22.4,8.2,2.4,2.1,14.7,.090
25,SEA,Johan Petro,,473,7262,2202,1836,227,.462,.154,.678,15.4,4.7,3.9,0.5,5.5,.037
26,DET,Jason Maxiell,University of Cincinnati,523,10013,3169,2287,238,.503,.000,.566,19.1,6.1,4.4,0.5,18.6,.089
27,POR,Linas Kleiza,University of Missouri,409,8185,3561,1470,321,.435,.335,.763,20.0,8.7,3.6,0.8,13.6,.080
28,SAS,Ian Mahinmi,,229,3137,1051,777,50,.512,.000,.660,13.7,4.6,3.4,0.2,8.4,.128
29,MIA,Wayne Simien,University of Kansas,51,507,169,99,11,.469,,.854,9.9,3.3,1.9,0.2,0.9,.083
30,NYK,David Lee,University of Florida,577,18721,8584,5674,1385,.535,.040,.780,32.4,14.9,9.8,2.4,56.5,.145
31,ATL,Salim Stoudamire,University of Arizona,157,2672,1260,214,164,.407,.366,.882,17.0,8.0,1.4,1.0,2.2,.040
32,LAC,Daniel Ewing,Duke University,127,1683,431,158,174,.389,.295,.780,13.3,3.4,1.2,1.4,0.8,.024
33,NOH,Brandon Bass,Louisiana State University,476,10296,4033,2166,322,.492,.000,.829,21.6,8.5,4.6,0.7,26.1,.122
34,UTA,C.J. Miles,,454,8863,3993,1031,573,.419,.343,.799,19.5,8.8,2.3,1.3,13.2,.071
35,POR,Ricky Sanchez,,,,,,,,,,,,,,,
36,MIL,Ersan Ilyasova,,340,8043,3557,2120,377,.449,.379,.787,23.7,10.5,6.2,1.1,23.7,.141
37,LAL,Ronny Turiaf,Gonzaga University,440,7395,2060,1582,592,.528,.000,.650,16.8,4.7,3.6,1.3,17.7,.115
38,ORL,Travis Diener,Marquette University,179,2660,854,243,432,.388,.353,.847,14.9,4.8,1.4,2.4,5.6,.102
39,LAL,Von Wafer,Florida State University,200,2475,1054,234,146,.420,.325,.751,12.4,5.3,1.2,0.7,3.3,.064
40,GSW,Monta Ellis,,516,18557,10034,1914,2437,.456,.318,.773,36.0,19.4,3.7,4.7,28.1,.073
41,TOR,Roko Ukic,,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-0.007
42,GSW,Chris Taft,University of Pittsburgh,17,144,47,36,2,.605,,.167,8.5,2.8,2.1,0.1,0.5,.155
43,NJN,Mile Ilic,,5,6,0,1,0,.000,,,1.2,0.0,0.2,0.0,-0.2,-1.264
44,ORL,Martynas Andriuskevicius,,6,9,0,4,0,.000,,,1.5,0.0,0.7,0.0,0.0,.155
45,PHI,Louis Williams,,494,11074,5709,992,1495,.421,.342,.802,22.4,11.6,2.0,3.0,27.6,.120
46,IND,Erazem Lorbek,,,,,,,,,,,,,,,
47,MIN,Bracey Wright,Indiana University,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068
48,SEA,Mickael Gelabale,,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062
49,WAS,Andray Blatche,,491,10844,4885,2634,686,.466,.224,.721,22.1,9.9,5.4,1.4,15.6,.069
50,BOS,Ryan Gomes,Providence College,482,13429,4920,2235,711,.445,.350,.799,27.9,10.2,4.6,1.5,19.4,.069
51,UTA,Robert Whaley,Walsh University,23,212,49,43,17,.404,,.500,9.2,2.1,1.9,0.7,0.0,.004
52,DEN,Axel Hervelle,,,,,,,,,,,,,,,
53,BOS,Orien Greene,University of Louisiana at Lafayette,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-0.022
54,NYK,Dijon Thompson,University of California Los Angeles,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102
55,SEA,Lawrence Roberts,Mississippi State University,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106
56,DET,Amir Johnson,,434,9022,2969,2383,385,.575,.310,.712,20.8,6.8,5.5,0.9,27.8,.148
57,PHO,Marcin Gortat,,357,7945,3064,2449,237,.547,.154,.670,22.3,8.6,6.9,0.7,24.3,.147
58,TOR,Uros Slokar,,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042
59,ATL,Cenk Akyol,,,,,,,,,,,,,,,
60,DET,Alex Acker,Pepperdine University,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-0.043
